StudentID,Age,Attendance,StudyHours,Marks
3900,22,70,8,99
3901,23,63,3,93
3902,22,71,2,64
3903,23,88,9,71
3904,18,65,7,98
3905,21,100,7,61
3906,18,59,7,90
3907,18,77,4,63
3908,19,52,5,55
3909,24,79,5,44
3910,18,57,7,46
3911,22,74,7,65
3912,23,58,9,46
3913,19,90,1,94
3914,21,95,7,90
3915,22,52,6,41
3916,24,97,5,36
3917,19,78,5,70
3918,18,100,6,45
3919,21,93,3,71
3920,20,88,5,70
3921,19,96,3,65
3922,22,91,5,70
3923,23,56,2,38
3924,23,50,2,65
3925,18,91,7,67
3926,21,87,3,91
3927,24,75,2,37
3928,21,50,9,73
3929,21,90,4,83
3930,18,97,9,69
3931,24,87,7,64
3932,20,63,10,53
3933,22,56,7,40
3934,20,59,5,83
3935,19,100,10,70
3936,18,73,6,89
3937,19,85,5,52
3938,20,99,3,86
3939,23,89,8,42
3940,21,64,9,54
3941,20,88,3,74
3942,21,75,8,50
3943,22,69,1,69
3944,19,72,10,47
3945,20,61,8,56
3946,21,66,2,99
3947,18,93,7,80
3948,18,83,3,87
3949,20,76,2,46
3950,23,91,3,69
3951,20,69,5,36
3952,24,54,1,94
3953,18,76,4,53
3954,20,83,8,47
3955,18,74,5,80
3956,21,50,10,72
3957,19,76,9,54
3958,19,69,8,87
3959,22,80,3,64
3960,19,65,9,47
3961,22,95,4,45
3962,18,53,5,85
3963,24,95,6,54
3964,23,76,5,90
3965,24,72,9,86
3966,19,87,8,64
3967,18,76,8,87
3968,22,64,1,37
3969,22,74,9,90
3970,24,90,3,100
3971,19,74,4,57
3972,24,56,2,37
3973,20,60,10,91
3974,20,66,6,81
3975,20,63,4,55
3976,22,83,5,98
3977,20,59,1,86
3978,18,63,10,51
3979,23,80,5,60
3980,18,85,2,61
3981,23,71,10,61
3982,23,66,4,81
3983,24,89,3,62
3984,23,58,10,61
3985,24,79,7,67
3986,23,92,2,98
3987,19,84,6,41
3988,21,57,7,51
3989,19,58,2,39
3990,22,91,8,48
3991,22,78,7,60
3992,19,99,4,68
3993,22,66,6,62
3994,23,63,2,50
3995,23,88,1,57
3996,19,74,9,40
3997,20,91,9,83
3998,18,73,8,83
3999,22,98,5,73
4000,22,81,6,86
4001,18,89,10,94
4002,22,94,9,89
4003,20,51,1,95
4004,24,72,9,83
4005,18,73,5,56
4006,20,55,7,51
4007,23,80,2,67
4008,19,92,2,92
4009,18,63,4,36
4010,21,52,10,47
4011,23,91,8,73
4012,24,85,1,90
4013,21,81,10,37
4014,24,62,3,44
4015,20,97,5,80
4016,24,92,4,90
4017,24,88,8,50
4018,23,52,6,82
4019,22,58,8,58
4020,20,59,8,71
4021,19,81,5,71
4022,18,58,9,91
4023,24,80,8,45
4024,21,72,7,75
4025,22,69,6,49
4026,19,66,5,81
4027,21,83,3,95
4028,21,57,5,51
4029,23,95,4,42
4030,19,68,8,97
4031,19,83,7,100
4032,24,64,7,66
4033,18,50,7,40
4034,20,62,1,46
4035,22,62,3,92
4036,20,80,1,76
4037,24,64,5,88
4038,19,85,8,42
4039,21,99,6,88
4040,18,57,1,81
4041,21,86,5,69
4042,24,96,9,39
4043,24,88,2,96
4044,19,67,8,62
4045,21,53,1,96
4046,24,94,1,44
4047,19,80,4,40
4048,23,86,9,52
4049,22,55,7,70
4050,23,76,10,54
4051,24,88,4,75
4052,22,59,4,91
4053,23,90,2,39
4054,24,69,3,52
4055,19,85,6,84
4056,21,58,1,89
4057,23,52,3,42
4058,24,66,1,83
4059,21,77,2,57
4060,23,86,4,78
4061,23,99,10,62
4062,21,68,2,41
4063,20,56,4,51
4064,22,56,5,57
4065,20,94,4,84
4066,24,63,4,90
4067,18,55,4,97
4068,24,78,8,73
4069,24,89,5,50
4070,18,87,5,57
4071,22,90,7,44
4072,22,53,7,36
4073,24,79,6,53
4074,21,82,7,64
4075,22,77,10,53
4076,23,55,10,91
4077,22,53,7,69
4078,20,56,5,86
4079,23,50,6,87
4080,21,76,9,77
4081,18,99,3,74
4082,24,79,5,75
4083,24,95,8,51
4084,20,75,5,98
4085,19,94,1,35
4086,20,90,8,65
4087,20,71,8,92
4088,18,67,4,56
4089,18,94,7,64
4090,20,84,1,85
4091,20,66,10,62
4092,21,60,1,66
4093,21,77,9,83
4094,19,94,9,64
4095,24,82,1,87
4096,21,50,7,90
4097,20,63,2,86
4098,23,54,4,100
4099,23,77,7,75
4100,24,86,1,95
4101,21,88,4,42
4102,19,88,2,45
4103,24,82,8,98
4104,22,74,2,77
4105,23,94,2,91
4106,22,77,8,67
4107,20,78,7,79
4108,24,85,8,92
4109,19,89,6,70
4110,20,86,1,43
4111,24,50,6,82
4112,24,53,5,90
4113,18,91,3,38
4114,23,81,3,81
4115,20,76,2,99
4116,24,59,3,46
4117,20,66,7,79
4118,19,68,10,56
4119,23,97,9,69
4120,19,88,5,90
4121,18,100,8,77
4122,22,56,7,72
4123,18,96,6,95
4124,20,87,7,45
4125,20,53,2,91
4126,24,97,8,84
4127,22,66,4,54
4128,18,98,6,95
4129,20,75,6,69
4130,24,94,5,81
4131,22,95,4,90
4132,23,62,1,94
4133,18,56,9,95
4134,20,95,10,88
4135,23,89,1,52
4136,24,50,6,37
4137,22,96,4,74
4138,19,74,8,56
4139,21,100,6,83
4140,24,82,1,64
4141,21,66,4,53
4142,24,69,3,76
4143,24,83,2,88
4144,24,56,7,44
4145,21,88,10,66
4146,22,69,5,85
4147,18,86,6,36
4148,23,88,10,54
4149,20,80,5,41
4150,24,69,7,45
4151,20,80,9,63
4152,19,70,6,77
4153,20,98,10,99
4154,18,90,8,63
4155,23,58,3,94
4156,23,52,9,37
4157,22,59,5,88
4158,22,96,8,90
4159,22,59,9,70
4160,19,90,4,80
4161,23,68,1,88
4162,20,58,7,68
4163,18,67,8,40
4164,22,69,5,71
4165,23,86,5,88
4166,20,55,8,45
4167,19,62,6,85
4168,18,55,9,79
4169,24,50,1,35
4170,21,62,9,87
4171,19,75,6,37
4172,19,87,5,62
4173,22,91,3,95
4174,21,51,7,76
4175,21,55,5,37
4176,23,53,7,54
4177,22,91,4,84
4178,18,85,4,68
4179,20,52,9,80
4180,20,94,8,97
4181,21,75,1,35
4182,18,91,10,76
4183,23,55,7,56
4184,24,71,6,84
4185,24,53,4,48
4186,22,63,7,49
4187,18,74,10,53
4188,19,90,6,37
4189,21,95,8,93
4190,21,95,7,76
4191,23,70,8,55
4192,19,67,2,40
4193,19,69,10,88
4194,22,86,1,49
4195,23,66,3,67
4196,22,75,8,40
4197,21,55,5,36
4198,18,51,7,85
4199,20,61,3,61
4200,18,59,2,83
4201,20,89,5,47
4202,18,98,7,71
4203,20,96,3,87
4204,23,100,5,35
4205,21,64,3,64
4206,20,93,4,61
4207,22,94,3,49
4208,24,70,9,63
4209,18,55,5,65
4210,20,76,1,80
4211,22,53,9,37
4212,21,95,1,51
4213,19,97,4,75
4214,20,68,3,52
4215,19,78,8,61
4216,21,83,3,50
4217,20,53,8,65
4218,23,82,2,66
4219,24,98,5,52
4220,24,71,7,84
4221,22,89,7,47
4222,24,71,10,42
4223,24,56,7,70
4224,19,87,3,44
4225,24,100,2,84
4226,21,92,8,86
4227,19,82,1,40
4228,19,51,1,68
4229,24,76,7,85
4230,24,85,8,56
4231,23,64,9,99
4232,22,98,2,45
4233,23,78,9,81
4234,20,90,8,100
4235,23,89,7,100
4236,20,65,4,44
4237,19,50,3,72
4238,19,78,1,75
4239,21,94,2,96
4240,20,54,3,100
4241,22,76,8,85
4242,24,89,6,77
4243,18,88,8,81
4244,21,95,2,58
4245,24,65,3,91
4246,20,99,9,38
4247,20,64,4,65
4248,19,83,7,79
4249,19,70,8,55
4250,23,90,3,51
4251,23,96,8,54
4252,24,60,5,78
4253,22,81,7,42
4254,20,57,5,85
4255,20,63,2,79
4256,24,76,10,49
4257,18,99,6,94
4258,23,51,8,73
4259,20,80,6,70
4260,20,59,8,99
4261,23,83,10,67
4262,20,78,1,86
4263,23,84,4,65
4264,23,88,10,52
4265,24,71,10,38
4266,19,91,8,90
4267,19,64,7,54
4268,23,54,2,60
4269,21,79,9,64
4270,24,92,3,66
4271,20,75,4,95
4272,24,84,3,59
4273,18,76,9,93
4274,21,100,8,89
4275,18,67,10,100
4276,23,78,10,88
4277,21,99,10,47
4278,18,82,5,57
4279,22,59,2,62
4280,21,65,5,54
4281,22,57,2,53
4282,23,72,7,94
4283,22,92,5,69
4284,21,98,3,41
4285,18,71,7,69
4286,24,83,2,94
4287,18,66,7,81
4288,19,97,10,71
4289,18,76,7,76
4290,21,66,2,42
4291,19,58,3,72
4292,19,99,4,74
4293,22,88,9,37
4294,20,85,6,69
4295,20,66,6,49
4296,20,86,10,49
4297,24,83,3,88
4298,20,86,5,75
4299,18,93,6,85
4300,23,77,5,74
4301,19,69,2,94
4302,23,63,8,90
4303,22,68,9,66
4304,24,83,9,77
4305,18,62,3,75
4306,23,79,8,50
4307,22,89,2,35
4308,19,82,10,49
4309,19,65,7,80
4310,19,83,6,92
4311,20,67,7,66
4312,18,59,3,50
4313,21,50,6,58
4314,19,68,4,74
4315,22,79,2,43
4316,19,61,7,89
4317,23,63,6,35
4318,22,91,8,72
4319,22,86,7,67
4320,22,80,2,64
4321,23,76,7,93
4322,24,86,9,58
4323,21,91,10,63
4324,18,89,1,93
4325,23,94,9,96
4326,22,88,2,60
4327,19,75,9,39
4328,22,50,8,81
4329,21,55,7,100
4330,18,79,3,94
4331,22,82,2,99
4332,22,66,5,47
4333,19,87,8,97
4334,21,52,10,85
4335,18,82,10,51
4336,20,83,3,71
4337,19,76,2,53
4338,20,83,3,44
4339,18,100,5,69
4340,24,71,4,92
4341,23,74,1,65
4342,22,95,2,48
4343,21,62,10,99
4344,21,66,1,67
4345,24,80,5,86
4346,18,83,6,100
4347,19,90,8,95
4348,23,58,10,66
4349,22,100,6,65
4350,24,94,7,62
4351,20,87,7,61
4352,18,63,4,66
4353,18,89,6,67
4354,22,97,9,63
4355,22,51,9,46
4356,24,66,1,87
4357,19,66,3,85
4358,22,90,2,90
4359,19,55,8,48
4360,21,70,5,65
4361,21,78,5,95
4362,19,74,10,55
4363,18,92,2,60
4364,22,91,3,66
4365,21,59,10,42
4366,19,64,6,65
4367,20,75,8,50
4368,19,71,7,96
4369,19,75,8,91
4370,24,71,1,41
4371,22,71,3,39
4372,23,50,7,97
4373,21,89,8,64
4374,19,56,2,77
4375,24,53,3,49
4376,23,93,8,86
4377,20,87,8,67
4378,24,84,10,79
4379,22,100,9,48
4380,20,99,10,40
4381,24,57,8,37
4382,23,78,5,42
4383,19,88,4,51
4384,24,51,3,53
4385,21,54,7,60
4386,20,81,3,70
4387,24,63,8,61
4388,22,52,7,37
4389,23,98,8,45
4390,20,56,6,84
4391,20,80,10,91
4392,19,80,8,46
4393,20,58,7,46
4394,24,66,3,70
4395,18,96,3,81
4396,20,88,5,42
4397,21,69,8,41
4398,19,91,8,49
4399,22,73,6,46
4400,23,61,8,72
4401,23,74,10,80
4402,22,70,6,93
4403,20,65,6,93
4404,21,71,1,84
4405,24,81,2,61
4406,20,61,1,51
4407,22,99,3,52
4408,18,65,6,53
4409,20,53,4,98
4410,18,51,6,89
4411,24,94,3,58
4412,21,92,9,54
4413,24,63,5,93
4414,18,62,8,47
4415,22,81,2,92
4416,22,54,6,47
4417,18,67,8,39
4418,21,75,5,70
4419,24,77,10,92
4420,21,82,10,78
4421,24,82,2,93
4422,24,89,3,94
4423,19,55,9,96
4424,22,80,3,61
4425,21,70,7,60
4426,18,63,3,87
4427,18,65,1,38
4428,21,86,5,74
4429,18,94,7,76
4430,18,80,3,41
4431,22,89,6,92
4432,18,60,4,62
4433,18,91,2,66
4434,19,72,8,95
4435,20,69,2,90
4436,18,66,1,56
4437,21,54,1,41
4438,20,62,1,39
4439,18,99,3,36
4440,21,99,3,51
4441,18,53,7,90
4442,21,83,3,50
4443,19,84,7,37
4444,22,60,9,49
4445,24,54,7,86
4446,22,88,1,100
4447,22,62,7,48
4448,21,75,8,35
4449,24,95,3,39
4450,21,55,10,48
4451,21,85,6,69
4452,18,70,2,92
4453,20,82,3,51
4454,23,78,5,81
4455,20,75,7,44
4456,18,79,5,59
4457,18,94,5,63
4458,22,62,8,55
4459,18,57,6,89
4460,19,80,9,87
4461,21,68,1,54
4462,23,80,1,62
4463,21,72,7,39
4464,23,55,5,78
4465,19,65,7,44
4466,20,88,6,68
4467,24,85,7,85
4468,19,87,3,54
4469,24,67,6,87
4470,18,61,4,87
4471,24,64,9,44
4472,22,64,6,68
4473,22,77,4,79
4474,20,86,7,38
4475,20,73,1,53
4476,18,90,1,97
4477,18,52,10,77
4478,24,61,4,67
4479,22,97,1,77
4480,18,82,2,93
4481,20,96,4,86
4482,19,63,9,79
4483,21,88,3,55
4484,23,81,3,42
4485,18,65,4,96
4486,21,76,5,98
4487,21,81,2,93
4488,24,93,8,87
4489,20,50,1,39
4490,22,54,5,92
4491,22,78,1,53
4492,23,66,5,68
4493,22,63,7,47
4494,22,56,9,77
4495,19,96,9,71
4496,19,87,6,80
4497,19,82,10,85
4498,23,53,8,52
4499,18,97,9,38
4500,24,59,4,93
4501,23,66,1,60
4502,18,78,2,56
4503,22,73,9,59
4504,24,76,10,98
4505,20,72,1,72
4506,24,91,5,61
4507,18,94,9,45
4508,22,88,5,48
4509,20,85,6,56
4510,18,77,10,51
4511,21,63,5,58
4512,18,52,9,61
4513,20,94,2,41
4514,23,92,4,50
4515,22,51,1,91
4516,18,65,7,68
4517,24,97,7,68
4518,21,94,7,48
4519,21,68,1,84
4520,21,92,2,69
4521,22,54,6,43
4522,23,63,10,41
4523,23,72,9,59
4524,24,90,10,85
4525,22,51,4,39
4526,24,60,3,44
4527,22,82,8,62
4528,23,79,2,77
4529,19,100,3,35
4530,21,69,1,47
4531,21,97,8,66
4532,23,81,8,38
4533,21,64,6,76
4534,22,66,5,65
4535,20,95,3,48
4536,18,74,7,65
4537,22,72,7,68
4538,24,88,7,84
4539,21,82,6,74
4540,19,88,1,37
4541,22,65,4,56
4542,19,52,9,100
4543,21,55,8,55
4544,21,98,4,82
4545,24,84,1,53
4546,23,52,2,40
4547,21,98,1,88
4548,22,75,2,73
4549,18,59,3,99
4550,24,66,1,95
4551,21,66,9,59
4552,23,78,5,70
4553,21,88,7,91
4554,21,66,7,88
4555,23,75,4,55
4556,18,54,4,55
4557,22,67,2,48
4558,21,85,10,81
4559,23,79,7,98
4560,19,65,8,56
4561,21,78,3,69
4562,24,80,1,54
4563,20,75,5,63
4564,24,90,1,75
4565,23,58,1,59
4566,18,85,2,36
4567,22,82,5,80
4568,22,99,6,92
4569,18,86,3,77
4570,22,80,1,80
4571,24,56,1,71
4572,19,83,1,79
4573,21,85,8,58
4574,18,55,7,70
4575,20,89,10,63
4576,22,82,2,57
4577,18,65,10,87
4578,19,88,5,79
4579,20,57,9,53
4580,24,69,1,82
4581,22,94,2,70
4582,22,60,2,75
4583,18,72,5,88
4584,20,74,6,36
4585,19,62,3,98
4586,21,69,8,42
4587,20,100,2,45
4588,24,68,3,50
4589,21,70,1,92
4590,24,62,2,61
4591,21,86,8,89
4592,18,67,7,78
4593,24,84,1,51
4594,22,63,2,91
4595,20,68,6,57
4596,19,61,3,93
4597,21,63,10,56
4598,23,59,9,50
4599,20,66,3,70
4600,23,94,2,63
4601,24,55,1,74
4602,19,93,8,54
4603,23,67,10,47
4604,19,69,4,37
4605,21,85,3,87
4606,18,60,6,86
4607,24,92,9,41
4608,19,51,10,55
4609,21,86,6,86
4610,19,90,2,49
4611,24,64,2,64
4612,19,82,2,51
4613,21,50,8,80
4614,22,87,1,52
4615,24,61,6,97
4616,21,69,1,40
4617,21,50,3,87
4618,22,61,5,68
4619,19,81,1,73
4620,24,78,9,96
4621,23,79,9,42
4622,18,88,9,37
4623,19,78,2,50
4624,19,68,3,41
4625,24,63,1,62
4626,18,94,7,85
4627,24,56,3,53
4628,21,53,9,84
4629,22,57,1,44
4630,21,86,2,53
4631,24,67,6,98
4632,24,77,7,69
4633,21,84,9,90
4634,23,64,4,67
4635,20,97,4,37
4636,20,68,9,91
4637,23,96,4,63
4638,19,55,2,82
4639,22,92,7,93
4640,20,100,9,95
4641,18,71,4,73
4642,23,56,3,41
4643,23,92,2,36
4644,19,98,7,49
4645,19,90,5,38
4646,22,62,2,44
4647,19,85,4,78
4648,18,53,3,55
4649,18,51,9,80
4650,19,76,8,75
4651,19,55,1,37
4652,20,57,1,51
4653,20,52,9,92
4654,20,69,4,43
4655,22,65,3,53
4656,21,89,7,73
4657,20,78,6,81
4658,23,94,7,51
4659,18,53,10,99
4660,24,100,2,64
4661,24,99,4,42
4662,24,63,3,46
4663,24,78,2,74
4664,23,50,1,62
4665,21,74,2,56
4666,22,85,7,74
4667,23,100,9,56
4668,19,86,8,52
4669,24,76,6,40
4670,21,91,4,81
4671,22,55,5,87
4672,22,82,7,57
4673,22,85,1,65
4674,23,93,10,47
4675,22,50,10,77
4676,19,71,9,95
4677,24,63,7,51
4678,20,58,7,46
4679,20,65,6,44
4680,20,94,1,95
4681,18,54,7,44
4682,20,99,7,59
4683,19,76,1,82
4684,20,79,3,80
4685,18,90,8,57
4686,21,90,7,96
4687,24,72,10,47
4688,21,87,7,37
4689,20,91,3,91
4690,18,57,8,75
4691,18,72,3,43
4692,21,91,3,88
4693,22,52,10,54
4694,18,85,1,91
4695,21,66,7,60
4696,18,88,1,77
4697,19,59,5,52
4698,20,52,3,51
4699,22,64,9,58
4700,19,57,5,100
4701,20,64,3,86
4702,24,75,3,44
4703,19,60,4,58
4704,21,92,1,60
4705,22,91,4,52
4706,22,83,5,73
4707,23,69,9,69
4708,19,54,1,86
4709,20,60,6,88
4710,22,73,4,61
4711,20,91,8,98
4712,23,89,8,59
4713,19,97,9,98
4714,22,77,8,76
4715,18,55,7,85
4716,19,86,3,39
4717,21,77,10,80
4718,23,97,6,92
4719,18,84,2,87
4720,20,56,6,81
4721,21,91,7,45
4722,24,52,8,89
4723,24,52,8,76
4724,23,78,6,94
4725,24,99,3,98
4726,21,71,5,70
4727,23,83,2,90
4728,18,56,6,52
4729,18,95,1,37
4730,18,69,4,67
4731,24,95,2,54
4732,18,58,5,42
4733,18,82,10,57
4734,22,96,7,67
4735,20,93,4,55
4736,22,51,2,75
4737,24,54,1,53
4738,22,62,9,80
4739,20,80,2,57
4740,18,91,10,85
4741,18,76,1,78
4742,20,84,8,37
4743,21,81,2,74
4744,18,67,5,77
4745,23,53,1,56
4746,18,84,6,50
4747,19,90,1,78
4748,24,80,3,42
4749,24,56,6,47
4750,18,86,9,73
4751,19,63,7,55
4752,20,59,6,85
4753,20,96,2,56
4754,21,65,4,92
4755,19,73,4,35
4756,21,62,6,65
4757,20,54,10,76
4758,21,100,9,38
4759,20,98,3,41
4760,23,87,7,82
4761,22,86,10,91
4762,23,73,2,98
4763,22,95,7,78
4764,21,92,3,73
4765,24,55,6,93
4766,23,69,3,61
4767,18,59,3,54
4768,22,84,4,96
4769,23,63,7,86
4770,24,85,1,82
4771,23,75,4,63
4772,23,72,9,55
4773,22,55,10,63
4774,19,94,7,100
4775,20,76,2,54
4776,22,91,6,53
4777,20,55,6,98
4778,24,70,7,61
4779,22,82,2,99
4780,19,78,8,85
4781,18,100,10,35
4782,20,58,1,90
4783,21,65,8,61
4784,22,74,9,77
4785,21,92,1,90
4786,22,97,1,71
4787,19,86,8,44
4788,22,95,1,49
4789,19,92,2,55
4790,18,80,8,71
4791,21,72,1,60
4792,18,72,10,36
4793,24,58,7,79
4794,21,65,2,48
4795,22,84,5,86
4796,19,70,5,87
4797,23,51,5,61
4798,23,64,4,90
4799,22,53,9,59
4800,23,53,1,42
4801,23,68,4,47
4802,24,96,5,98
4803,18,52,6,75
4804,23,96,7,42
4805,21,85,3,99
4806,24,63,2,43
4807,19,90,3,89
4808,20,63,8,86
4809,20,64,3,46
4810,20,70,1,43
4811,18,71,2,91
4812,18,85,5,89
4813,22,66,2,96
4814,19,71,6,50
4815,23,67,1,62
4816,23,82,7,69
4817,22,50,4,45
4818,21,81,9,63
4819,23,66,8,74
4820,20,88,10,73
4821,21,89,10,94
4822,20,75,8,63
4823,20,78,5,46
4824,23,60,9,100
4825,20,98,8,84
4826,22,61,5,74
4827,24,57,6,46
4828,19,95,3,95
4829,20,80,1,60
4830,22,96,3,59
4831,18,82,9,48
4832,20,96,2,91
4833,21,57,2,51
4834,19,66,4,99
4835,21,66,1,69
4836,20,80,8,72
4837,19,84,8,45
4838,21,67,2,87
4839,20,59,7,71
4840,21,53,2,63
4841,23,94,3,71
4842,22,61,4,47
4843,19,90,9,78
4844,22,65,7,85
4845,19,59,9,87
4846,21,79,9,54
4847,19,69,10,68
4848,18,89,5,85
4849,22,59,7,71
4850,22,77,8,79
4851,20,88,8,66
4852,19,94,1,65
4853,18,91,7,90
4854,23,74,2,71
4855,20,84,1,46
4856,20,75,6,80
4857,20,75,5,39
4858,18,69,1,36
4859,18,87,5,52
4860,18,99,10,98
4861,20,72,7,72
4862,21,76,6,54
4863,20,100,1,46
4864,18,57,2,60
4865,19,65,4,68
4866,22,77,9,65
4867,23,58,5,51
4868,24,60,9,39
4869,20,68,4,56
4870,22,73,7,39
4871,19,88,7,89
4872,21,89,5,70
4873,24,54,6,51
4874,19,52,3,89
4875,20,61,4,75
4876,18,58,5,63
4877,19,54,9,98
4878,21,62,1,52
4879,22,91,7,61
4880,23,61,1,64
4881,18,91,10,88
4882,23,87,7,83
4883,19,94,10,87
4884,20,97,7,53
4885,20,98,6,40
4886,24,51,5,36
4887,19,67,6,85
4888,20,70,3,42
4889,22,83,2,75
4890,24,58,5,58
4891,24,85,6,97
4892,19,85,5,41
4893,18,76,10,44
4894,20,54,5,82
4895,20,86,1,52
4896,24,78,1,78
4897,18,86,3,90
4898,21,61,6,71
4899,21,84,3,44
4900,21,88,3,83
4901,19,91,8,87
4902,24,78,9,48
4903,23,94,9,93
4904,22,63,10,73
4905,23,81,4,53
4906,19,92,8,45
4907,21,74,3,78
4908,20,62,6,82
4909,22,100,3,65
4910,24,90,1,59
4911,19,90,9,51
4912,24,79,3,60
4913,19,83,7,95
4914,24,72,8,61
4915,20,76,7,74
4916,18,78,7,84
4917,23,86,9,46
4918,21,86,2,79
4919,18,71,10,82
4920,18,96,5,60
4921,20,67,3,92
4922,23,93,8,83
4923,24,57,5,44
4924,18,88,7,98
4925,20,71,2,70
4926,18,63,2,86
4927,18,96,10,60
4928,21,67,4,35
4929,19,99,5,62
4930,21,60,9,56
4931,24,75,2,95
4932,20,100,9,44
4933,18,55,4,44
4934,23,65,10,67
4935,24,86,6,47
4936,20,71,4,51
4937,20,71,8,48
4938,19,51,1,90
4939,21,55,1,38
4940,22,57,3,40
4941,21,78,7,95
4942,24,68,2,57
4943,22,50,8,53
4944,23,81,2,90
4945,23,94,2,78
4946,24,71,1,89
4947,21,64,7,77
4948,18,57,10,42
4949,22,57,4,68
4950,20,78,7,73
4951,18,86,6,87
4952,24,86,9,41
4953,20,78,8,76
4954,22,54,4,91
4955,21,97,4,72
4956,21,84,9,73
4957,21,95,7,74
4958,21,95,6,64
4959,22,70,4,36
4960,21,99,3,89
4961,23,52,10,60
4962,18,51,10,70
4963,21,70,4,79
4964,18,80,4,44
4965,21,71,7,36
4966,18,61,2,74
4967,24,61,1,50
4968,22,85,10,72
4969,23,77,8,39
4970,22,57,4,45
4971,21,57,6,66
4972,22,92,7,41
4973,23,75,9,57
4974,22,87,1,79
4975,18,84,3,96
4976,23,99,8,63
4977,20,50,9,66
4978,24,50,9,60
4979,21,67,2,98
4980,21,93,6,41
4981,21,93,1,100
4982,22,77,3,45
4983,23,80,5,79
4984,22,57,10,76
4985,22,69,6,65
4986,20,57,3,65
4987,23,72,5,98
4988,18,87,8,50
4989,23,60,2,76
4990,23,57,5,98
4991,23,80,2,94
4992,18,72,7,97
4993,18,65,8,41
4994,22,61,4,95
4995,23,53,2,94
4996,22,72,7,87
4997,20,83,7,52
4998,19,78,4,53
4999,23,88,5,73
5000,20,54,8,65
5001,18,52,10,51
5002,20,89,5,67
5003,20,71,5,38
5004,18,63,4,74
5005,20,70,5,75
5006,22,67,5,40
5007,20,75,7,82
5008,19,71,4,92
5009,24,66,4,86
5010,20,56,8,74
5011,19,59,1,60
5012,24,97,7,63
5013,23,78,3,99
5014,23,78,10,61
5015,21,68,1,78
5016,22,71,10,89
5017,19,85,6,46
5018,20,71,6,81
5019,21,82,3,94
5020,22,65,5,99
5021,21,86,1,45
5022,24,56,8,85
5023,22,56,8,74
5024,23,59,6,38
5025,18,53,9,65
5026,22,64,10,92
5027,23,65,7,93
5028,22,56,1,98
5029,23,81,6,93
5030,22,55,9,36
5031,24,55,1,71
5032,21,62,10,68
5033,22,86,6,70
5034,19,59,10,98
5035,21,98,6,59
5036,20,68,3,57
5037,23,89,3,62
5038,18,72,3,90
5039,19,78,9,60
5040,23,87,3,55
5041,20,95,9,91
5042,19,91,10,74
5043,20,71,7,65
5044,21,80,8,76
5045,21,58,3,49
5046,22,55,1,82
5047,24,50,4,87
5048,18,84,3,49
5049,19,70,1,97
5050,21,54,8,46
5051,18,60,6,73
5052,19,84,4,35
5053,19,59,5,43
5054,24,89,8,49
5055,19,52,3,43
5056,21,72,5,74
5057,24,71,2,71
5058,21,89,1,87
5059,19,98,8,90
5060,20,91,3,54
5061,19,96,7,74
5062,19,66,2,44
5063,18,89,3,82
5064,23,65,8,66
5065,24,57,9,40
5066,24,78,7,76
5067,22,57,9,51
5068,24,51,6,94
5069,20,100,8,70
5070,21,88,6,63
5071,19,70,8,74
5072,21,84,9,80
5073,20,95,7,88
5074,19,95,9,89
5075,18,98,3,90
5076,22,96,3,43
5077,19,83,4,93
5078,20,73,1,82
5079,24,93,4,49
5080,21,61,10,48
5081,19,87,10,53
5082,22,67,9,53
5083,23,50,9,73
5084,18,80,2,79
5085,18,81,4,60
5086,24,54,7,70
5087,19,60,1,98
5088,24,79,9,69
5089,24,66,3,56
5090,23,58,4,91
5091,24,70,6,78
5092,20,58,4,99
5093,21,96,10,37
5094,19,52,10,94
5095,23,88,9,59
5096,23,86,3,82
5097,18,55,1,46
5098,21,68,9,77
5099,19,71,9,96
5100,20,50,6,82
5101,19,67,6,36
5102,22,62,10,49
5103,22,54,7,87
5104,23,50,8,51
5105,21,62,9,85
5106,18,96,1,73
5107,20,86,6,91
5108,24,94,7,62
5109,19,100,1,69
5110,24,51,8,45
5111,23,72,1,51
5112,24,54,1,54
5113,23,65,9,60
5114,22,90,4,76
5115,23,51,6,57
5116,24,84,4,44
5117,24,84,10,84
5118,22,54,10,79
5119,21,69,1,56
5120,20,64,2,78
5121,18,64,4,43
5122,23,50,4,56
5123,19,56,2,46
5124,23,87,2,66
5125,22,66,6,95
5126,18,69,4,68
5127,20,66,8,36
5128,18,63,2,41
5129,20,65,4,87
5130,18,90,3,65
5131,24,62,9,96
5132,18,99,9,70
5133,18,77,9,89
5134,20,70,9,90
5135,22,81,4,82
5136,19,81,5,69
5137,19,81,5,62
5138,23,66,7,45
5139,22,89,1,50
5140,18,57,3,62
5141,19,74,4,45
5142,20,65,2,82
5143,24,89,5,72
5144,24,71,2,47
5145,20,69,7,52
5146,19,88,9,35
5147,23,61,5,63
5148,21,63,7,52
5149,24,90,9,42
5150,18,78,5,74
5151,23,61,8,97
5152,24,60,6,80
5153,19,53,5,83
5154,21,81,5,53
5155,24,68,7,78
5156,19,81,3,54
5157,20,94,10,77
5158,20,99,10,53
5159,24,70,10,69
5160,24,81,8,87
5161,19,94,8,53
5162,21,83,10,49
5163,22,92,2,81
5164,21,79,1,66
5165,18,86,1,96
5166,23,89,2,74
5167,20,85,1,94
5168,21,55,1,93
5169,24,65,8,37
